SAMPLE	DATASET	CONTINENT	SUBREGION	COUNTRY	POPULATION	GENOTYPING_METHOD
HOLAZARIDIS2016_HGDP00351	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00356	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00359	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00364	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00371	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00372	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00382	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00388	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00392	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00402	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00407	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00412	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00417	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00423	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00428	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00433	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00438	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00444	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00445	HOLAZARIDIS2016	Asia	Middle_East	Pakistan	Burusho	Microarray
HOLAZARIDIS2016_HGDP00449	HOLAZARIDIS2016	Africa	Central_Africa	Democratic_Republic_of_Congo	Mbuti_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00454	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00455	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00457	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00458	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00459	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00460	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00461	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00462	HOLAZARIDIS2016	Africa	Central_Africa	Democratic_Republic_of_Congo	Mbuti_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00463	HOLAZARIDIS2016	Africa	Central_Africa	Democratic_Republic_of_Congo	Mbuti_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00464	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00465	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00466	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00467	HOLAZARIDIS2016	Africa	Central_Africa	Democratic_Republic_of_Congo	Mbuti_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00469	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00470	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00472	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00473	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00474	HOLAZARIDIS2016	Africa	Central_Africa	Democratic_Republic_of_Congo	Mbuti_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00475	HOLAZARIDIS2016	Africa	Central_Africa	Central_African_Republic	Biaka_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00476	HOLAZARIDIS2016	Africa	Central_Africa	Democratic_Republic_of_Congo	Mbuti_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00478	HOLAZARIDIS2016	Africa	Central_Africa	Democratic_Republic_of_Congo	Mbuti_Pygmies	Microarray
HOLAZARIDIS2016_HGDP00511	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00512	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00513	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00514	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00515	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00516	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00517	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00518	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00519	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00522	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00523	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00524	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00525	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00526	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00527	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00528	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00529	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00531	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00533	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00534	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00535	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00536	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00537	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00538	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00539	HOLAZARIDIS2016	Europe	Western_Europe	France	French	Microarray
HOLAZARIDIS2016_HGDP00540	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00541	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00543	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00545	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00546	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00547	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00548	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00549	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00550	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00552	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00553	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00554	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00555	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00556	HOLAZARIDIS2016	Oceania	Oceania	New_Guinea	Papuan	Microarray
HOLAZARIDIS2016_HGDP00557	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00558	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00559	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00560	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00561	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00562	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00563	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00564	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00565	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00566	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00567	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00568	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00569	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00571	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00572	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00573	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00574	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00575	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00577	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00578	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00579	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00580	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00582	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00583	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00584	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00586	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00587	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00588	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00591	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00594	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00595	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00597	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00598	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00599	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00600	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00601	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00602	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00604	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00606	HOLAZARIDIS2016	Asia	Middle_East	Israel	Druze	Microarray
HOLAZARIDIS2016_HGDP00607	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00608	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00609	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00610	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00611	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00612	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00613	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00614	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00615	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00616	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00618	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00619	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00620	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00622	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00623	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00624	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00625	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00626	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00628	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00629	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00630	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00631	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00632	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00634	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00635	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00636	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00637	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00638	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00639	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00640	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00641	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00642	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00643	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00644	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00645	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00646	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00647	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00648	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00649	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00650	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00651	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00653	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00654	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00655	HOLAZARIDIS2016	Oceania	Oceania	Bougainville	Melanesian	Microarray
HOLAZARIDIS2016_HGDP00656	HOLAZARIDIS2016	Oceania	Oceania	Bougainville	Melanesian	Microarray
HOLAZARIDIS2016_HGDP00660	HOLAZARIDIS2016	Oceania	Oceania	Bougainville	Melanesian	Microarray
HOLAZARIDIS2016_HGDP00661	HOLAZARIDIS2016	Oceania	Oceania	Bougainville	Melanesian	Microarray
HOLAZARIDIS2016_HGDP00662	HOLAZARIDIS2016	Oceania	Oceania	Bougainville	Melanesian	Microarray
HOLAZARIDIS2016_HGDP00663	HOLAZARIDIS2016	Oceania	Oceania	Bougainville	Melanesian	Microarray
HOLAZARIDIS2016_HGDP00664	HOLAZARIDIS2016	Oceania	Oceania	Bougainville	Melanesian	Microarray
HOLAZARIDIS2016_HGDP00666	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00667	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00668	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00669	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00670	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00671	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00672	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00673	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00674	HOLAZARIDIS2016	Europe	South_Europe	Italy	Sardinian	Microarray
HOLAZARIDIS2016_HGDP00675	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00676	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00677	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00679	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00680	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00683	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00684	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00685	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00686	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00687	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00688	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00689	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00690	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00691	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00694	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00696	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00697	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00698	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00699	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00700	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00701	HOLAZARIDIS2016	Asia	Middle_East	Israel	Bedouin	Microarray
HOLAZARIDIS2016_HGDP00702	HOLAZARIDIS2016	America	Native_America	Colombia	Piapoco	Microarray
HOLAZARIDIS2016_HGDP00704	HOLAZARIDIS2016	America	Native_America	Colombia	Piapoco	Microarray
HOLAZARIDIS2016_HGDP00706	HOLAZARIDIS2016	America	Native_America	Colombia	Piapoco	Microarray
HOLAZARIDIS2016_HGDP00713	HOLAZARIDIS2016	Asia	East_Asia	Cambodia	Cambodians	Microarray
HOLAZARIDIS2016_HGDP00714	HOLAZARIDIS2016	Asia	East_Asia	Cambodia	Cambodians	Microarray
HOLAZARIDIS2016_HGDP00715	HOLAZARIDIS2016	Asia	East_Asia	Cambodia	Cambodians	Microarray
HOLAZARIDIS2016_HGDP00716	HOLAZARIDIS2016	Asia	East_Asia	Cambodia	Cambodians	Microarray
HOLAZARIDIS2016_HGDP00717	HOLAZARIDIS2016	Asia	East_Asia	Cambodia	Cambodians	Microarray
HOLAZARIDIS2016_HGDP00719	HOLAZARIDIS2016	Asia	East_Asia	Cambodia	Cambodians	Microarray
HOLAZARIDIS2016_HGDP00720	HOLAZARIDIS2016	Asia	East_Asia	Cambodia	Cambodians	Microarray
HOLAZARIDIS2016_HGDP00721	HOLAZARIDIS2016	Asia	East_Asia	Cambodia	Cambodians	Microarray
HOLAZARIDIS2016_HGDP00722	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00724	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00725	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00726	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00727	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00729	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00730	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00731	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00732	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00733	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00734	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00735	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00736	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00737	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00739	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00740	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00741	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00745	HOLAZARIDIS2016	Asia	Middle_East	Israel	Palestinian	Microarray
HOLAZARIDIS2016_HGDP00747	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
HOLAZARIDIS2016_HGDP00748	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
HOLAZARIDIS2016_HGDP00749	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
HOLAZARIDIS2016_HGDP00750	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
HOLAZARIDIS2016_HGDP00751	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
HOLAZARIDIS2016_HGDP00752	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
HOLAZARIDIS2016_HGDP00753	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
HOLAZARIDIS2016_HGDP00754	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
HOLAZARIDIS2016_HGDP00755	HOLAZARIDIS2016	Asia	East_Asia	Japan	Japanese	Microarray
